Term 1	Term 2	Total Frequency	# of Projects Appearing In	In WordNet?
new	initiate	1	1	false
execute	Package-protected	1	1	false
close	catch	1	1	false
install	instantiate	1	1	false
process	propagate	1	1	true
recycle	note	1	1	false
how	obtain	1	1	false
unlock	delegate	1	1	false
store	invoke	1	1	false
add	setup	1	1	false
release	continue	1	1	false
explore	refresh	1	1	false
transform	display	1	1	false
restart	trigger	1	1	false
radio	repaint	1	1	false
ignore	free	1	1	false
migrate	scramble	1	1	false
die	kill	1	1	false
beat	trigger	1	1	false
fill	have	1	1	true
fill	download	1	1	false
add	ajax	1	1	false
scroll	top	1	1	false
finish	restore	1	1	false
build	write	1	1	false
clone	work	1	1	false
init	entry	1	1	false
transform	distance	1	1	false
transform	scan	1	1	false
derive	decide	1	1	false
tail	follow	1	1	true
start	play	1	1	true
adjust	keep	1	1	false
reassign	Re-assign	1	1	false
flatten	join	1	1	false
suicide	request	1	1	false
start	export	1	1	false
recheck	re-check	1	1	false
dispose	revoke	1	1	false
ict	clean	1	1	false
perform	store	1	1	false
debug	resume	1	1	false
debug	remove	1	1	false
debug	suspend	1	1	false
debug	terminate	1	1	false
advance	overide	1	1	false
post	overide	1	1	false
use	contain	1	1	false
dispose	de-registers	1	1	false
format	respond	1	1	false
initialize	re	1	1	false
refresh	validate	1	1	false
enumerate	performan	1	1	false
enumerate	describe	1	1	false
save	obtain	1	1	false
generate	go	1	1	false
extend	add	1	1	false
switch	remove	1	1	false
add	back	1	1	false
save	query	1	1	false
num	respond	1	1	false
perform	carry	1	1	true
plot	render	1	1	false
train	tip	1	1	false
format	convert	1	1	false
shake	improve	1	1	false
keep	decide	1	1	false
use	build	1	1	false
list	randomize	1	1	false
num	measure	1	1	false
list	select	1	1	false
save	tip	1	1	false
search	tip	1	1	false
prune	prunn	1	1	false
graph	create	1	1	false
daemonize	relaunch	1	1	false
floor	let	1	1	false
reopen	create	1	1	false
sort	contain	1	1	false
activate	read	1	1	false
locate	handle	1	1	false
peek	take	1	1	false
create	Re-initialize	1	1	false
bang	invoke	1	1	false
reset	regenerate	1	1	false
populate	lo	1	1	false
show	lo	1	1	false
hide	lo	1	1	false
fill	la	1	1	false
clear	blow	1	1	false
remove	click	1	1	false
change	click	1	1	false
add	click	1	1	false
browse	click	1	1	false
close	flus	1	1	false
execute	tell	1	1	false
configure	contact	1	1	false
flat	calculate	1	1	false
flatten	save	1	1	false
clear	invoke	1	1	false
estimate	Over-estimate	1	1	false
column	obtain	1	1	false
abort	contact	1	1	false
stop	trigger	1	1	false
post	re-establishes	1	1	false
collect	minimize	1	1	false
parse	obtain	1	1	false
post	support	1	1	false
unfold	show	1	1	false
account	take	1	1	false
new	prepare	1	1	false
close	channel	1	1	false
produce	observe	1	1	false
delete	forward	1	1	false
remove	forward	1	1	false
transfer	code	1	1	false
select	parse	1	1	false
make	setup	1	1	false
condition	single	1	1	false
term	push	1	1	false
null	push	1	1	false
evaluate	Re-evaluate	1	1	false
connect	disconnect	1	1	false
activate	modify	1	1	true
merge	cancel	1	1	false
open	populate	1	1	false
refresh	map	1	1	false
store	select	1	1	false
shut	initialize	1	1	false
reduce	coordinate	1	1	false
neighbor	assert	1	1	false
split	log	1	1	false
perform	evaluate	1	1	false
log	start	1	1	false
render	signal	1	1	false
ignore	customize	1	1	false
end	move	1	1	false
pop	consult	1	1	false
shrink	halve	1	1	false
balance	rebalance	1	1	false
remove	stack	1	1	false
pick	simulate	1	1	false
make	note	1	1	false
signal	advance	1	1	false
pop	assume	1	1	false
yp	coordinate	1	1	false
use	unset	1	1	false
gl	paint	1	1	false
transpose	replace	1	1	false
find	order	1	1	false
close	find	1	1	false
headline	find	1	1	false
typ	find	1	1	false
debug	highlight	1	1	false
silence	send	1	1	false
move	find	1	1	false
pump	start	1	1	false
pump	reactivate	1	1	false
unwind	forget	1	1	false
install	tell	1	1	false
copy	answer	1	1	false
suggest	suppress	1	1	false
fetch	put	1	1	false
tag	answer	1	1	false
query	answer	1	1	false
construct	answer	1	1	false
dump	full	1	1	false
add	name	1	1	false
complement	answer	1	1	false
remove	delegate	1	1	false
remove	answer	1	1	false
suppress	case	1	1	false
find	collapse	1	1	false
suppress	allow	1	1	false
iterate	answer	1	1	false
grow	work	1	1	false
open	note	1	1	false
grow	note	1	1	false
kill	inform	1	1	false
mutate	close	1	1	false
forward	search	1	1	false
ensure	change	1	1	false
ensure	schedule	1	1	false
execute	reshape	1	1	false
discard	replace	1	1	false
match	go	1	1	false
rem	schedule	1	1	false
fire	combine	1	1	false
arm	prepare	1	1	false
recreate	delete	1	1	false
refresh	search	1	1	false
disable	ensure	1	1	false
unlock	tell	1	1	false
leave	inform	1	1	false
enter	inform	1	1	false
undo	select	1	1	false
reput	remove	1	1	false
bind	allow	1	1	false
shrink	search	1	1	false
find	ask	1	1	false
handle	inform	1	1	false
bind	ensure	1	1	false
update	exchange	1	1	false
kick	finish	1	1	false
kick	put	1	1	false
restart	reconnect	1	1	false
dismiss	alarm	1	1	false
trigger	populate	1	1	false
go	action	1	1	false
finish	task	1	1	false
leg	last	1	1	false
restart	make	1	1	false
attach	handle	1	1	false
guest	vm	1	1	false
execute	restart	1	1	false
cre	follow	1	1	false
populate	discover	1	1	false
proceed	delete	1	1	false
create	hack	1	1	false
stop	assign	1	1	false
fast	speed	1	1	false
parse	map	1	1	false
manage	go	1	1	false
randomize	choose	1	1	false
simplify	step	1	1	false
export	step	1	1	false
internalize	push	1	1	false
resize	action	1	1	false
produce	render	1	1	true
find	escape	1	1	false
second	update	1	1	false
build	full	1	1	false
build	query	1	1	false
activate	please	1	1	false
site	list	1	1	false
prime	issue	1	1	false
operate	edit	1	1	false
drive	edit	1	1	false
close	unbind	1	1	false
bind	disable	1	1	false
bind	enable	1	1	false
render	send	1	1	false
draw	empty	1	1	false
center	translate	1	1	false
loop	connect	1	1	false
reopen	close	1	1	false
roll	advance	1	1	false
compile	install	1	1	false
bind	treat	1	1	false
rendezvous	enter	1	1	false
resolve	associate	1	1	false
format	trace	1	1	false
purge	uninstall	1	1	false
carry	forward	1	1	false
deallocate	change	1	1	false
start	dispose	1	1	false
execute	detect	1	1	false
create	download	1	1	false
reload	make	1	1	false
assert	help	1	1	false
wrong	invalid	1	1	false
vibrate	force	1	1	false
validate	enable	1	1	false
generate	setup	1	1	false
remove	hold	1	1	false
read	pause	1	1	false
read	tell	1	1	false
draw	slice	1	1	false
poll	frame	1	1	false
init	filter	1	1	false
tre	trellis	1	1	false
partition	consider	1	1	false
slice	number	1	1	false
subtitle	include	1	1	false
have	size	1	1	false
bug	work	1	1	false
bite	number	1	1	false
bite	average	1	1	false
release	reclaim	1	1	false
advance	rethrow	1	1	false
unload	allow	1	1	false
flush	issue	1	1	false
breathe	begin	1	1	false
validate	cause	1	1	false
allocate	satisfy	1	1	false
change	invoke	1	1	false
call	object	1	1	false
recover	inform	1	1	false
determine	conf	1	1	false
suite	remove	1	1	false
persist	lease	1	1	false
add	hide	1	1	false
compute	rewind	1	1	false
unsynchronize	handle	1	1	false
init	launch	1	1	false
compute	compte	1	1	false
initialize	launch	1	1	false
build	depend	1	1	false
load	facilitate	1	1	false
fix	change	1	1	true
crop	create	1	1	false
reset	short	1	1	false
log	transform	1	1	false
duplicate	outline	1	1	false
center	cause	1	1	false
redirect	cause	1	1	false
suppress	plugin	1	1	false
repaint	draw	1	1	false
kill	delete	1	1	false
print	give	1	1	false
retrieve	wait	1	1	false
throw	track	1	1	false
execute	spawn	1	1	false
reuse	clear	1	1	false
assign	need	1	1	false
retrieve	validate	1	1	false
load	discard	1	1	false
center	make	1	1	false
generate	produce	1	1	true
refresh	expect	1	1	false
negate	convert	1	1	false
convert	obtain	1	1	false
start	miss	1	1	false
validate	task	1	1	false
glue	wire	1	1	false
prune	clear	1	1	false
validate	calculate	1	1	false
clear	instruct	1	1	false
save	dispatch	1	1	false
make	exist	1	1	false
originate	mark	1	1	false
support	give	1	1	true
add	combine	1	1	true
configure	fill	1	1	false
schedule	post	1	1	false
approve	validate	1	1	false
prompt	construct	1	1	false
hide	iterate	1	1	false
refresh	pull	1	1	false
init	recall	1	1	false
verify	stub	1	1	false
promote	package	1	1	false
clear	schedule	1	1	false
purge	hold	1	1	false
forward	send	1	1	true
send	iterate	1	1	false
start	link	1	1	false
measure	take	1	1	false
adjust	start	1	1	false
normalize	consider	1	1	false
decrement	consider	1	1	false
connect	inform	1	1	false
try	terminate	1	1	false
handle	download	1	1	false
fire	write	1	1	false
mark	ban	1	1	false
sleep	put	1	1	false
fix	recompose	1	1	false
send	maintain	1	1	false
receipt	mark	1	1	true
handle	pass	1	1	false
spread	notify	1	1	false
impl	shut	1	1	false
num	find	1	1	false
clear	advance	1	1	false
schedule	make	1	1	false
fin	build	1	1	false
rework	go	1	1	false
connect	mark	1	1	false
create	become	1	1	false
select	remove	1	1	false
update	grab	1	1	false
attach	link	1	1	true
initialize	tell	1	1	false
reload	empty	1	1	false
load	press	1	1	false
explore	assort	1	1	false
gather	query	1	1	false
parse	allow	1	1	false
populate	grab	1	1	false
require	suggest	1	1	false
install	reset	1	1	false
receive	initiate	1	1	false
enable	exist	1	1	false
synchronize	please	1	1	false
release	invoke	1	1	false
observe	supersede	1	1	false
reap	request	1	1	false
vote	note	1	1	false
push	force	1	1	true
wait	imply	1	1	false
replace	flush	1	1	false
reap	trigger	1	1	false
terminate	cause	1	1	false
clean	clean-up	1	1	false
choose	figure	1	1	false
pretty	Pretty-prints	1	1	false
loss	calculate	1	1	false
transform	change	1	1	true
initialize	document	1	1	false
make	map	1	1	false
request	connect	1	1	false
connect	launch	1	1	false
post	launch	1	1	false
init	bypass	1	1	false
consume	acquire	1	1	false
correct	normalize	1	1	false
duck	download	1	1	false
record	Auto-stop	1	1	false
void	create	1	1	false
unc	unchain	1	1	false
wait	become	1	1	false
present	activate	1	1	false
scale	create	1	1	false
draw	integrate	1	1	false
make	wire	1	1	false
notify	color	1	1	false
create	shell	1	1	true
fresh	note	1	1	false
refresh	convolute	1	1	false
refresh	kick	1	1	false
redraw	ask	1	1	false
dispose	clea	1	1	false
initialize	Pre-creates	1	1	false
calibrate	execute	1	1	false
can	save	1	1	false
can	create	1	1	false
go	seek	1	1	true
sort	restructure	1	1	false
remove	whipe	1	1	false
null	exist	1	1	false
handle	complete	1	1	false
num	display	1	1	false
update	udate	1	1	false
compute	browse	1	1	false
disappear	process	1	1	false
stop	change	1	1	false
format	reorder	1	1	false
push	take	1	1	false
query	request	1	1	false
query	bring	1	1	false
gather	request	1	1	false
real	execute	1	1	false
reconnect	Re-connects	1	1	false
extract	handle	1	1	false
scan	require	1	1	false
use	select	1	1	false
query	let	1	1	false
resolve	rebind	1	1	false
perform	wait	1	1	false
initialize	void	1	1	false
begin	void	1	1	false
save	void	1	1	false
restore	void	1	1	false
replace	void	1	1	false
fill	void	1	1	false
stroke	void	1	1	false
clip	void	1	1	false
skip	void	1	1	false
clear	void	1	1	false
reset	void	1	1	false
signal	void	1	1	false
stop	void	1	1	false
wake	void	1	1	false
cancel	void	1	1	true
enqueue	create	1	1	false
clear	guarantee	1	1	false
revert	void	1	1	false
unload	void	1	1	false
compact	void	1	1	false
seek	unsign	1	1	false
scale	short	1	1	false
publish	advertise	1	1	false
redeclare	make	1	1	false
show	obtain	1	1	false
describe	copy	1	1	false
resign	hide	1	1	false
produce	add	1	1	false
package	add	1	1	false
configure	look	1	1	false
prevent	detect	1	1	false
join	fetch	1	1	false
copy	extract	1	1	false
submit	tell	1	1	false
submit	interrupt	1	1	false
reset	Re-adds	1	1	false
example	illustrate	1	1	false
example	come	1	1	false
fix	list	1	1	false
capture	pull	1	1	false
resort	reset	1	1	false
authorize	show	1	1	false
save	debug	1	1	false
handle	persist	1	1	false
capture	populate	1	1	false
save	figure	1	1	false
dismiss	clear	1	1	false
reinstall	reinsert	1	1	false
reset	iterate	1	1	false
update	rotate	1	1	false
connect	configure	1	1	false
close	exclude	1	1	false
read	dequeue	1	1	false
prepare	command	1	1	false
close	solve	1	1	false
parse	store	1	1	false
simplify	switch	1	1	false
expand	scan	1	1	false
obsolete	show	1	1	false
unlock	allow	1	1	false
clone	thow	1	1	false
document	provide	1	1	false
query	inherit	1	1	false
connect	register	1	1	false
merge	remove	1	1	false
negat	negate	1	1	false
replace	add	1	1	false
query	tolerate	1	1	false
import	catch	1	1	false
duplicate	detect	1	1	false
stop	drop	1	1	true
delete	replace	1	1	false
search	dummy	1	1	false
delete	dummy	1	1	false
insert	dummy	1	1	false
delete	insert	1	1	false
analyze	compile	1	1	false
transform	parse	1	1	false
replace	parse	1	1	false
rename	parse	1	1	false
insert	parse	1	1	false
try	parse	1	1	false
iff	parse	1	1	false
copy	parse	1	1	false
intersect	parse	1	1	false
treat	parse	1	1	false
cast	parse	1	1	false
query	evaluate	1	1	false
scan	scan-based	1	1	false
parse	root	1	1	false
esc	parse	1	1	false
finish	lock	1	1	false
start	lock	1	1	false
duplicate	find	1	1	false
substitute	process	1	1	false
str	parse	1	1	false
itr	long	1	1	false
optimize	minimize	1	1	false
iter	full	1	1	false
nline	add	1	1	false
norm	add	1	1	false
finish	drop	1	1	false
chop	turn	1	1	false
scroll	jump	1	1	false
accumulate	calculate	1	1	false
update	invalidate	1	1	false
ext	scan	1	1	false
pe	scan	1	1	false
qu	consume	1	1	false
detail	give	1	1	false
suggest	parse	1	1	false
new	choose	1	1	false
create	precalculate	1	1	false
mark	highlight	1	1	false
rehash	resize	1	1	false
free	move	1	1	false
show	command	1	1	false
restore	command	1	1	false
replace	command	1	1	false
rename	command	1	1	false
optimize	command	1	1	false
close	command	1	1	false
add	command	1	1	false
delete	command	1	1	false
export	command	1	1	false
find	command	1	1	false
flush	command	1	1	false
grant	command	1	1	false
write	fetch	1	1	false
init	loop	1	1	false
draw	dummy	1	1	false
open	tell	1	1	false
assert	enter	1	1	false
update	aggregate	1	1	false
make	need	1	1	false
pipe	allow	1	1	false
normalize	multiply	1	1	false
factor	contain	1	1	false
show	unhide	1	1	false
draw	remove	1	1	true
configure	store	1	1	false
register	re-initialize	1	1	false
become	start	1	1	false
bind	wire	1	1	false
organize	go	1	1	false
center	tell	1	1	false
compute	debug	1	1	false
attempt	decr	1	1	false
attempt	succeed	1	1	false
begin	obtain	1	1	false
write	serialise	1	1	false
read	unserialise	1	1	false
make	work	1	1	true
structure	state	1	1	false
append	build	1	1	false
unregister	shutdown	1	1	false
init	connect	1	1	false
resume	stop	1	1	false
start	wrap	1	1	false
omit	change	1	1	false
close	schedule	1	1	false
boost	kick	1	1	false
go	know	1	1	false
init	follow	1	1	false
scan	make	1	1	false
purge	find	1	1	false
assert	reason	1	1	false
kill	clear	1	1	false
fetch	loop	1	1	false
enable	entry	1	1	false
disable	entry	1	1	false
rehash	enable	1	1	false
rehash	disable	1	1	false
num	control	1	1	false
wake	disable	1	1	false
spin	time	1	1	false
transfer	configure	1	1	false
stress	start	1	1	false
flush	acquire	1	1	false
purge	iterate	1	1	false
none	create	1	1	false
swap	create	1	1	false
second	answer	1	1	false
append	answer	1	1	false
serialize	answer	1	1	false
con	take	1	1	false
null	answer	1	1	false
create	instatiate	1	1	false
populate	initiate	1	1	false
process	single	1	1	false
read	teclado	1	1	false
add	key	1	1	false
write	find	1	1	false
book	add	1	1	false
produce	read	1	1	false
append	submit	1	1	false
pop	combine	1	1	false
reexport	export	1	1	false
clear	fast	1	1	false
inspect	make	1	1	false
finalize	decrease	1	1	false
init	void	1	1	false
collect	keep	1	1	false
snap	file	1	1	false
finalize	cleanup	1	1	false
pop	result	1	1	false
reopen	force	1	1	false
post	assign	1	1	true
reduce	collapse	1	1	false
initialize	Entry-point	1	1	false
determine	parse	1	1	false
increment	read	1	1	false
marshal	assemble	1	1	false
fetch	traverse	1	1	false
simplify	clear	1	1	false
realign	process	1	1	false
decode	force	1	1	false
revert	turn	1	1	true
hard	look	1	1	false
hard	clip	1	1	false
reduce	start	1	1	false
close	retire	1	1	true
advance	seed	1	1	false
initiate	inititate	1	1	false
prepare	tell	1	1	false
confirm	commit	1	1	false
forget	inform	1	1	false
close	confirm	1	1	false
suspend	disassociate	1	1	false
finalize	note	1	1	false
terminate	ensure	1	1	false
finalize	general	1	1	false
probe	refresh	1	1	false
stop	un-registering	1	1	false
phase	cleanup	1	1	false
finalize	exist	1	1	false
disable	follow	1	1	false
terminate	follow	1	1	false
persist	change	1	1	false
trigger	poke	1	1	false
close	represent	1	1	false
type	force	1	1	false
recover	process	1	1	false
cull	look	1	1	false
suspend	assume	1	1	false
associate	force	1	1	false
compute	fetch	1	1	false
purge	Tidy-up	1	1	false
recover	force	1	1	false
discover	locate	1	1	false
instantiate	instatiate	1	1	false
generate	act	1	1	false
abort	bounce	1	1	false
resume	deal	1	1	false
clear	deal	1	1	false
call	log	1	1	false
call	flush	1	1	false
assert	note	1	1	false
assert	override	1	1	false
throttle	ensure	1	1	false
format	provide	1	1	false
debug	wrap	1	1	false
warn	wrap	1	1	false
resolve	iterate	1	1	false
clear	look	1	1	false
stop	stope	1	1	false
move	hack	1	1	false
clone	cone	1	1	false
perform	gather	1	1	false
load	poke	1	1	false
configure	poke	1	1	false
generate	override	1	1	false
route	save	1	1	false
normalize	reset	1	1	false
record	process	1	1	false
load	initiate	1	1	false
take	obtain	1	1	true
update	print	1	1	false
repack	resize	1	1	false
categorize	go	1	1	false
divide	throw	1	1	false
duplicate	show	1	1	false
store	allow	1	1	false
select	pop	1	1	false
disappear	hide	1	1	false
import	allow	1	1	false
reconfigure	reload	1	1	false
create	join	1	1	false
resolve	convert	1	1	false
clear	expire	1	1	false
graph	clear	1	1	false
invalidate	turn	1	1	false
print	insert	1	1	false
intercept	transfer	1	1	false
touch	change	1	1	true
flatten	restructure	1	1	false
merge	array	1	1	false
put	commit	1	1	true
parent	create	1	1	false
end	monitor	1	1	false
call	record	1	1	false
end	count	1	1	false
authenticate	action	1	1	false
render	start	1	1	false
update	swing	1	1	false
hash	answer	1	1	false
print	avoid	1	1	false
read	designate	1	1	false
clone	general	1	1	false
normalize	act	1	1	false
enable	clear	1	1	false
wait	work	1	1	true
default	restore	1	1	false
hash	object	1	1	false
validate	initiate	1	1	false
verify	rename	1	1	false
reload	click	1	1	false
increment	delegate	1	1	false
decrement	delegate	1	1	false
call	serialize	1	1	false
truncate	note	1	1	false
expand	filter	1	1	false
increment	will	1	1	false
register	follow	1	1	false
stack	help	1	1	false
import	construct	1	1	false
configure	declare	1	1	false
search	display	1	1	false
dispose	include	1	1	false
load	cast	1	1	false
update	integrate	1	1	false
tick	move	1	1	false
use	start	1	1	false
increment	indicate	1	1	false
retrain	train	1	1	true
confirm	launch	1	1	false
update	distribute	1	1	false
post	post-install	1	1	false
terminate	delegate	1	1	false
acquire	block	1	1	false
take	signal	1	1	false
take	delegate	1	1	false
process	concrete	1	1	false
take	commit	1	1	false
terminate	de-register	1	1	false
init	zero	1	1	false
select	configure	1	1	false
forget	reinitialize	1	1	false
ev	increase	1	1	false
edit	work	1	1	false
make	package	1	1	false
recolor	give	1	1	false
resize	calculate	1	1	false
update	sample	1	1	false
invalidate	walk	1	1	false
store	commit	1	1	false
delete	step	1	1	false
init	precondition	1	1	false
leave	define	1	1	false
parallel	step	1	1	false
retrieve	filter	1	1	false
call	block	1	1	false
simulate	add	1	1	false
refresh	layout	1	1	false
tag	store	1	1	false
write	construct	1	1	false
finish	load	1	1	false
release	trigger	1	1	false
exist	list	1	1	false
rotate	reflect	1	1	false
acl	give	1	1	false
column	exact	1	1	false
add	total	1	1	true
terminate	notify	1	1	false
accept	notify	1	1	false
none	construct	1	1	false
promise	evaluate	1	1	false
claim	wait	1	1	false
discard	wait	1	1	false
wrap	First-class	1	1	false
member	First-class	1	1	false
insert	First-class	1	1	false
con	construct	1	1	false
append	concatenate	1	1	false
move	first-class	1	1	false
find	first-class	1	1	false
iterate	first-class	1	1	false
fold	first-class	1	1	false
promise	promote	1	1	false
effect	first-class	1	1	false
actor	first-class	1	1	false
normalise	first-class	1	1	false
resume	first-class	1	1	false
apply	First-class	1	1	false
suspend	first-class	1	1	false
wrap	provide	1	1	false
stack	convert	1	1	false
line	splits	1	1	false
start	First-class	1	1	false
take	provide	1	1	false
fold	provide	1	1	false
tail	First-class	1	1	false
nel	put	1	1	false
cluster	calculate	1	1	false
prepare	step	1	1	false
ignore	upload	1	1	false
new	spit	1	1	false
accumulate	turn	1	1	false
update	sync	1	1	false
cell	deselect	1	1	false
fix	clear	1	1	false
handle	deal	1	1	true
copy	extend	1	1	false
open	pop	1	1	false
rebroadcast	take	1	1	false
new	work	1	1	false
decrement	need	1	1	false
compute	need	1	1	false
adjust	remove	1	1	false
write	know	1	1	false
stop	require	1	1	false
start	require	1	1	false
stop	means	1	1	false
fetch	grab	1	1	false
fix	fetch	1	1	false
collapse	notify	1	1	false
delete	detach	1	1	false
handle	come	1	1	false
redraw	reload	1	1	false
volume	compute	1	1	false
resume	unpause	1	1	false
process	buy	1	1	false
resume	send	1	1	false
calculate	throw	1	1	false
update	java	1	1	false
dump	obtain	1	1	false
represent	fetch	1	1	false
structure	belong	1	1	false
purge	force	1	1	false
return	animate	1	1	false
close	abandon	1	1	false
new	acquire	1	1	false
finalize	help	1	1	false
ensure	setup	1	1	false
clear	dismantle	1	1	false
scan	match	1	1	false
calculate	digest	1	1	false
normalize	instantiate	1	1	false
close	nullify	1	1	false
py	turn	1	1	false
dump	view	1	1	false
repair	ensure	1	1	false
create	remember	1	1	false
hook	setup	1	1	false
unpack	load	1	1	false
wait	listen	1	1	false
hide	view	1	1	false
show	bump	1	1	false
reform	recalculate	1	1	false
collapse	reverse	1	1	false
reform	resize	1	1	false
clear	destruct	1	1	false
reset	whenever	1	1	false
ready	whenever	1	1	false
move	align	1	1	false
repaint	clear	1	1	false
ignore	modify	1	1	false
reform	redraw	1	1	false
reload	re-notify	1	1	false
bind	collect	1	1	false
show	prepare	1	1	false
collect	launch	1	1	false
enqueue	add	1	1	false
suspend	cause	1	1	false
assert	discard	1	1	false
verify	complete	1	1	false
reset	traverse	1	1	false
continue	format	1	1	false
add	annotate	1	1	false
start	decide	1	1	false
expect	look	1	1	true
assert	compose	1	1	false
log	wait	1	1	false
equal	specify	1	1	false
connect	initialize	1	1	false
end	emulate	1	1	false
find	wait	1	1	false
detect	record	1	1	false
open	loop	1	1	false
configure	ensure	1	1	false
contribute	apply	1	1	false
declare	code	1	1	false
parse	block	1	1	false
parse	paste	1	1	false
parse	collect	1	1	false
parse	type	1	1	false
reset	free	1	1	false
keep	maintain	1	1	true
compile	contain	1	1	false
reload	discard	1	1	false
unload	store	1	1	false
store	avoid	1	1	false
append	write	1	1	false
learn	help	1	1	false
leave	ask	1	1	false
stop	unreference	1	1	false
close	reach	1	1	false
resolve	generate	1	1	false
init	startup	1	1	false
enumerate	start	1	1	false
fill	cache	1	1	false
schedule	protect	1	1	false
apply	initialise	1	1	false
remember	save	1	1	false
install	engage	1	1	false
populate	place	1	1	false
install	link	1	1	false
un	unspin	1	1	false
post	enter	1	1	true
enable	alter	1	1	true
disseminate	produce	1	1	false
kick	align	1	1	false
light	output	1	1	false
update	light	1	1	false
update	Re-captures	1	1	false
retrieve	write	1	1	false
main	suspend	1	1	false
terminate	wake	1	1	false
fork	duplicate	1	1	false
fill	disable	1	1	false
authorize	respond	1	1	false
externalize	become	1	1	false
compute	keep	1	1	false
confirm	restart	1	1	false
announce	show	1	1	false
normalize	switch	1	1	false
produce	consume	1	1	false
finalize	shutdown	1	1	false
unregister	unbind	1	1	false
end	restore	1	1	false
process	translate	1	1	false
copy	dispose	1	1	false
create	package	1	1	false
execute	please	1	1	false
finalize	Auto-close	1	1	false
resize	Re-calculate	1	1	false
clean	poll	1	1	false
bit	package	1	1	false
go	begin	1	1	false
go	fetch	1	1	false
call	compile	1	1	false
refresh	discard	1	1	false
purge	unregister	1	1	false
attach	notify	1	1	false
reset	remet	1	1	false
resume	count	1	1	false
spool	represent	1	1	false
clean	add	1	1	false
push	unregister	1	1	false
spool	mark	1	1	false
schedule	cancel	1	1	false
make	parent	1	1	false
expire	make	1	1	false
issue	measure	1	1	false
interpolate	update	1	1	false
build	simplify	1	1	false
accumulate	multiply	1	1	false
wake	schedule	1	1	false
launch	send	1	1	false
recount	Re-populate	1	1	false
animate	display	1	1	false
bootstrap	initialize	1	1	false
go	come	1	1	true
close	enter	1	1	false
clear	avoid	1	1	false
init	calldynamicloader	1	1	false
give	medicate	1	1	false
prepare	Pre-calculates	1	1	false
supplement	subscribe	1	1	false
init	wait	1	1	false
integrate	generate	1	1	false
load	invoke	1	1	false
close	move	1	1	true
clear	initial	1	1	false
filter	reset	1	1	false
collect	contain	1	1	false
truncate	trim	1	1	false
build	pair	1	1	false
segment	extract	1	1	false
wrap	merge	1	1	false
inflate	parallel	1	1	false
dispatch	retrieve	1	1	false
bit	reset	1	1	false
init	derive	1	1	false
update	estimate	1	1	false
normalize	stretch	1	1	false
throw	prepare	1	1	false
recreate	remove	1	1	false
recreate	re-create	1	1	false
flush	destroy	1	1	false
clear	result	1	1	false
execute	extend	1	1	false
obliterate	remove	1	1	false
choose	query	1	1	false
zap	remove	1	1	false
launch	cause	1	1	false
refresh	redisplay	1	1	false
make	Re-create	1	1	true
solve	compute	1	1	true
launch	hook	1	1	false
mag	compute	1	1	false
envelop	find	1	1	false
import	pre-import	1	1	false
try	store	1	1	false
facet	report	1	1	false
plot	draw	1	1	true
validate	switch	1	1	false
size	contain	1	1	false
reset	refill	1	1	false
lut	make	1	1	false
lut	setup	1	1	false
lut	fill	1	1	false
show	coordinate	1	1	false
restore	cancel	1	1	false
bring	take	1	1	true
fast	display	1	1	false
init	stack	1	1	false
optimize	demonstrate	1	1	false
fit	demonstrate	1	1	false
kill	add	1	1	false
refine	reshape	1	1	false
init	rest	1	1	false
inflate	compute	1	1	false
center	produce	1	1	false
new	plugin	1	1	false
debug	store	1	1	false
finish	push	1	1	false
save	control	1	1	false
prime	reset	1	1	false
draw	put	1	1	false
hook	click	1	1	false
remove	da	1	1	false
reset	alle	1	1	false
disable	da	1	1	false
maximize	look	1	1	false
inus	change	1	1	false
execute	signalize	1	1	false
drop	update	1	1	false
calculate	summons	1	1	false
omit	count	1	1	false
disappear	bomb	1	1	false
disconnect	guarantee	1	1	false
cancel	change	1	1	false
activate	bring	1	1	false
refresh	schedule	1	1	false
insert	search	1	1	false
handle	react	1	1	false
decrease	show	1	1	false
dispose	sort	1	1	false
detail	add	1	1	false
just	put	1	1	false
load	assign	1	1	false
perform	reload	1	1	false
show	warn	1	1	false
locate	lfind	1	1	false
rv	reverse	1	1	false
call	delete	1	1	false
assemble	concatenate	1	1	false
maintain	allow	1	1	false
sort	switch	1	1	false
handle	launch	1	1	false
select	populate	1	1	false
trust	bypass	1	1	false
terminate	clear	1	1	false
name	change	1	1	false
go	redirect	1	1	false
cancel	redirect	1	1	false
activate	verify	1	1	false
verify	parallel	1	1	false
verify	non-parallel	1	1	false
reduce	keep	1	1	false
add	remain	1	1	false
evaluate	protect	1	1	false
compute	Re-computes	1	1	false
activate	means	1	1	false
expand	apply	1	1	false
prepare	unpack	1	1	false
modify	show	1	1	false
extract	display	1	1	false
freeze	tell	1	1	false
print	keep	1	1	false
tail	back	1	1	false
cancel	dismiss	1	1	false
calculate	best	1	1	false
awake	reset	1	1	false
load	overwrite	1	1	false
cascade	position	1	1	false
reload	void	1	1	false
bounce	post	1	1	false
reload	ask	1	1	false
cancel	unblock	1	1	false
load	mark	1	1	false
touch	upload	1	1	false
revert	copy	1	1	false
pause	idle	1	1	false
disconnect	unmount	1	1	false
alert	display	1	1	false
recalculate	void	1	1	false
init	table	1	1	false
create	model	1	1	false
refresh	table	1	1	false
unregister	download	1	1	false
